arbitration_id,adj_page_sum,adj_page_mean,adj_page_var,adj_page_sd,adj_page_min,adj_page_max,italaw_title,italaw_case_type,italaw_arbitration_rules,italaw_investment_treaty,italaw_legal_instruments,italaw_economic_sector,page_sum,page_mean,page_var,page_sd,page_min,page_max,num_known_docs,num_avail_docs,pct_avail_docs
2019_canepa_v_spain,94.0,23.5,147.0,12.12435565298214,6.0,33.0,"Canepa Green Energy Opportunities I, S.á r.l. and Canepa Green Energy Opportunities II, S.á r.l. v. Kingdom of Spain, ICSID Case No. ARB/19/4 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Energy Charter Treaty (1994),Energy Charter Treaty (1994),"Electricity, gas, steam and air conditioning supply",94.0,23.5,147.0,12.12435565298214,6.0,33.0,5,4,0.8
2019_castillo_v_panama,201.0,201.0,,,201.0,201.0,"Leopoldo Castillo Bozo v. Republic of Panama, PCA 2019-40 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (2013),Dominican Republic - Panama BIT (2003),,Financial and insurance activities,201.0,201.0,,,201.0,201.0,1,1,1.0
2019_d_az_gaspar_v_costa_rica,210.0,105.0,15488.0,124.45079348883236,17.0,193.0,"Alejandro Diego Díaz Gaspar v. Republic of Costa Rica, ICSID Case No. ARB/19/13 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Spain - Costa Rica BIT (1997),Spain - Costa Rica BIT (1997),"Agriculture, forestry and fishing",210.0,105.0,15488.0,124.45079348883236,17.0,193.0,2,2,1.0
2019_dalal_v_united_arab_emirates,34.0,34.0,,,34.0,34.0,"Shokat Mohammed Dalal v. United Arab Emirates, ICSID Case No. ARB/19/10 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,United Arab Emirates - United Kingdom BIT (1992),United Arab Emirates - United Kingdom BIT (1992),Real estate activities,34.0,34.0,,,34.0,34.0,1,1,1.0
2019_dangelas_and_others_v_viet_nam,26.0,8.666666666666666,17.333333333333332,4.163331998932265,4.0,12.0,"Maya Dangelas (Dang Thi Hoang Yen), U.S. Global Institute, Inc., and Angels Company, Inc. v. The Socialist Republic of Vietnam, PCA Case No. 2020-05 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),US - Viet Nam Trade Relations Agreement (2000),"US - Viet Nam Trade Relations Agreement (2000) (Full),US - Viet Nam Trade Relations Agreement (2000) (Investment Chapter)","Electricity, gas, steam and air conditioning supply",26.0,8.666666666666666,17.333333333333332,4.163331998932265,4.0,12.0,7,3,0.42857142857142855
2019_einarsson_v_canada,1527.0,41.270270270270274,2922.647147147147,54.06151262355824,3.0,206.0,"Theodore David Einarsson, Harold Paul Einarsson and Russell John Einarsson v. Canada, ICSID Case No. UNCT/20/6 | italaw",International Investment Agreement,,NAFTA,NAFTA,,1426.0,38.54054054054054,2295.144144144144,47.907662687133296,3.0,206.0,37,37,1.0
2019_gerald_v_sierra_leone,86.0,43.0,648.0,25.45584412271571,25.0,61.0,"Gerald International Limited v. Republic of Sierra Leone, ICSID Case No. ARB/19/31 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Sierra Leone - United Kingdom BIT (2000),Sierra Leone - United Kingdom BIT (2000),"Mining and quarrying, including hydrocarbons (oil and gas)",85.0,42.5,684.5,26.16295090390226,24.0,61.0,2,2,1.0
2019_ghella_v_venezuela,50.0,50.0,,,50.0,50.0,"Ghella v. Venezuela and Metro de Valencia, ICC Case No. 24776/JPA | italaw",International Investment Agreement,ICC Rules of Arbitration (2012),Italy-Venezuela Framework Agreement (2001),,Transportation and storage,50.0,50.0,,,50.0,50.0,1,1,1.0
2019_ic_power_v_guatemala,319.0,24.53846153846154,2786.435897435897,52.786701899587335,1.0,198.0,"IC Power Asia Development Ltd. v. Republic of Guatemala, PCA Case No. 2019-43 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (2013),Israel-Guatemala BIT (2006),Israel-Guatemala BIT (2006),"Electricity, gas, steam and air conditioning supply",319.0,24.53846153846154,2786.435897435897,52.786701899587335,1.0,198.0,13,13,1.0
2019_kenon_and_ic_power_v_peru,360.0,36.0,3460.222222222222,58.82365359464016,5.0,201.0,"IC Power Ltd and Kenon Holdings Ltd v. Republic of Peru, ICSID Case No. ARB/19/19 | italaw",International Investment Agreement,,Peru - Singapore FTA (2008),Peru - Singapore FTA (2008),"Electricity, gas, steam and air conditioning supply",360.0,36.0,3460.222222222222,58.82365359464016,5.0,201.0,10,10,1.0
2019_kornikom_v_serbia,177.0,177.0,,,177.0,177.0,"Kornikom EOOD v. Republic of Serbia, ARB/19/12 | italaw",International Investment Agreement,ICSID,Bulgaria - Serbia BIT (1996),Bulgaria - Serbia BIT (1996),"Mining and quarrying, including hydrocarbons (oil and gas)",177.0,177.0,,,177.0,177.0,1,1,1.0
2019_legacy_vulcan_v_mexico,2615.0,65.375,4580.394230769231,67.67860984660686,1.0,215.0,"Legacy Vulcan LLC v. United Mexican States, ICSID Case No. ARB/19/1 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,NAFTA,NAFTA,"Mining and quarrying, including hydrocarbons (oil and gas)",2518.0,62.95,4362.664102564104,66.05046633116305,1.0,215.0,40,40,1.0
2019_mamacocha_and_latam_hydro_v_peru,3110.0,129.58333333333334,26885.55797101449,163.96816145524866,2.0,621.0,"Latam Hydro LLC and CH Mamacocha S.R.L. v. Republic of Peru, ICSID Case No. ARB/19/28 | italaw","International Investment Agreement, Contract",ICSID Convention - Arbitration Rules,United States - Peru Trade Promotion Agreement (TPA),United States - Peru Trade Promotion Agreement (TPA),"Electricity, gas, steam and air conditioning supply",3110.0,129.58333333333334,26885.55797101449,163.96816145524866,2.0,621.0,24,24,1.0
2019_mercuria_v_poland_ii,436.0,39.63636363636363,6005.654545454546,77.49615826255226,2.0,265.0,"Mercuria Energy Group Limited v. Republic of Poland (II), SCC Case No. 2019/126 | italaw",International Investment Agreement,SCC Arbitration Rules (2017),Energy Charter Treaty (1994),Energy Charter Treaty (1994),"Electricity, gas, steam and air conditioning supply",436.0,39.63636363636363,6005.654545454546,77.49615826255226,2.0,265.0,15,11,0.7333333333333333
2019_mihaljevic_v_croatia,62.0,31.0,1458.0,38.18376618407357,4.0,58.0,"Marko Mihaljevic v. Republic of Croatia, ICSID Case No. ARB/19/35 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Croatia - Germany BIT (1997),Croatia - Germany BIT (1997),Real estate activities,62.0,31.0,1458.0,38.18376618407357,4.0,58.0,2,2,1.0
2019_nord_stream_2_v_eu,1221.0,40.7,4730.699999999999,68.7800843267875,2.0,310.0,"Nord Stream 2 AG v. European Union, PCA Case No. 2020-07 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),The Energy Charter Treaty (1994),The Energy Charter Treaty (1994),"Construction,Transportation and storage",1214.0,40.46666666666667,4687.016091954022,68.46178563223444,2.0,310.0,30,30,1.0
2019_odyssey_v_mexico,2034.0,84.75,11016.36956521739,104.95889464555822,2.0,281.0,"Odyssey Marine Exploration, Inc. v. United Mexican States, ICSID Case No. UNCT/20/1 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),NAFTA,NAFTA,"Mining and quarrying, including hydrocarbons (oil and gas)",1940.0,80.83333333333333,10363.275362318838,101.80017368511136,2.0,278.0,24,24,1.0
2019_orazul_v_argentina,453.0,45.3,7464.011111111112,86.39450857034325,7.0,290.0,"Orazul International España Holdings S.L. v. Argentine Republic, ICSID Case No. ARB/19/25 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Argentina - Spain BIT (1991),Argentina - Spain BIT (1991) (Spanish),"Electricity, gas, steam and air conditioning supply",441.0,44.1,7504.544444444446,86.6287737674062,7.0,290.0,10,10,1.0
2019_petroceltic_v_egypt,124.0,17.714285714285715,589.2380952380952,24.27422697508811,1.0,71.0,"Petroceltic Holdings Limited and Petroceltic Resources Limited v. Arab Republic of Egypt, ICSID Case No. ARB/19/7 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Egypt-United Kingdom BIT,Egypt-United Kingdom BIT,"Mining and quarrying, including hydrocarbons (oil and gas)",124.0,17.714285714285715,589.2380952380952,24.27422697508811,1.0,71.0,7,7,1.0
2019_russian_fund_v_lithuania,638.0,31.9,861.2526315789473,29.347106017100685,2.0,107.0,"Fund for Protection of Investors' Rights in Foreign States v. Republic of Lithuania, PCA Case No. 2019-48 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Lithuania - Russian Federation BIT (1999),Lithuania - Russian Federation BIT (1999),Financial and insurance activities,638.0,31.9,861.2526315789473,29.347106017100685,2.0,107.0,20,20,1.0
2019_sch_nberger_v_tajikistan,192.0,48.0,3272.0,57.201398584300364,2.0,128.0,"Alois Schönberger v. Republic of Tajikistan, ICSID Case No. ARB(AF)/19/1 | italaw",International Investment Agreement,ICSID Additional Facility - Arbitration Rules,Austria - Tajikistan BIT (2010),Austria - Tajikistan BIT (2010),Manufacturing,192.0,48.0,3272.0,57.201398584300364,2.0,128.0,4,4,1.0
2019_scholz_holding_v_morocco,301.0,43.0,3055.3333333333335,55.27506972707799,3.0,156.0,"Scholz Holding v. Morocco, ICSID Case No. ARB/19/2 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Germany - Morocco BIT (2001),Germany - Morocco BIT (2001),Other service activities,301.0,43.0,3055.3333333333335,55.27506972707799,3.0,156.0,7,7,1.0
2019_seda_and_others_v_colombia,4974.0,110.53333333333333,17116.436363636363,130.8297992188185,1.0,378.0,"Angel Samuel Seda and others v. Republic of Colombia, ICSID Case No. ARB/19/6 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,The United States - Colombia Trade Promotion Agreement,The United States - Colombia Trade Promotion Agreement,Construction,4958.0,110.17777777777778,17186.331313131315,131.09664874866678,1.0,378.0,45,45,1.0
2019_sumrain_v_kuwait,133.0,13.3,136.23333333333335,11.67190358653349,2.0,38.0,"Ayat Nizar Raja Sumrain and others v. State of Kuwait, ICSID Case No. ARB/19/20 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Egypt - Kuwait BIT (2001),Egypt - Kuwait BIT (2001),Construction,133.0,13.3,136.23333333333335,11.67190358653349,2.0,38.0,10,10,1.0
2019_westmoreland_v_canada_ii,782.0,26.96551724137931,408.67733990147775,20.215769584694957,3.0,74.0,"Westmoreland Mining Holdings, LLC v. Canada (II), ICSID Case No. UNCT/20/3 | italaw",International Investment Agreement,UNCITRAL,NAFTA,NAFTA,"Mining and quarrying, including hydrocarbons (oil and gas)",779.0,26.862068965517242,412.4088669950739,20.30785234817,3.0,74.0,29,29,1.0
2019_worley_v_ecuador,204.0,68.0,7461.0,86.37708029332781,8.0,167.0,"Worley International Services v. Ecuador, PCA Case No. 2019-15 | italaw",International Investment Agreement,UNCITRAL (1976),Ecuador - USA BIT (1993),Ecuador - USA BIT (1993),"Mining and quarrying, including hydrocarbons (oil and gas)",204.0,68.0,7461.0,86.37708029332781,8.0,167.0,3,3,1.0
2020_adria_group_v_croatia,106.0,106.0,,,106.0,106.0,"Adria Group B.V. and Adria Group Holding B.V. v. Republic of Croatia, ICSID Case No. ARB/20/6 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Netherlands - Croatia BIT (1998),Netherlands - Croatia BIT (1998),Wholesale and retail trade; repair of motor vehicles and motorcycles,106.0,106.0,,,106.0,106.0,1,1,1.0
2020_afc_v_colombia,151.0,50.333333333333336,3872.333333333333,62.2280751215505,10.0,122.0,"AFC Investment Solutions S.L. v. Republic of Colombia, ICSID Case No. ARB/20/16 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Colombia - Spain BIT (2005),Colombia - Spain BIT (2005),Financial and insurance activities,151.0,50.333333333333336,3872.333333333333,62.2280751215505,10.0,122.0,3,3,1.0
2020_ahg_v_iraq,84.0,84.0,,,84.0,84.0,"AHG Industry GmbH & Co. KG v. Republic of Iraq, ICSID Case No. ARB/20/21 | italaw","International Investment Agreement, Foreign Investment Law, Contract",ICSID Convention - Arbitration Rules,Partnership and Cooperation Agreement between the European Union and the Republic of Iraq (2013),Partnership and Cooperation Agreement between the European Union and the Republic of Iraq (2013),Construction,84.0,84.0,,,84.0,84.0,1,1,1.0
2020_aleksandravicius_v_denmark,1.0,1.0,,,1.0,1.0,"Donatas Aleksandravicius v. Kingdom of Denmark, ICSID Case No. ARB/20/30 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Denmark - Lithuania BIT (1992),Denmark - Lithuania BIT (1992),Construction,1.0,1.0,,,1.0,1.0,1,1,1.0
2020_amorrortu_v_peru_i,381.0,38.1,2847.4333333333334,53.36134680958993,3.0,171.0,"Bacilio Amorrortu v. Republic of Peru (I), PCA Case No. 2020-11 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (2013),Peru - United States Trade Promotion Agreement (2006),,,381.0,38.1,2847.4333333333334,53.36134680958993,3.0,171.0,10,10,1.0
2020_asiaphos_and_norwest_v_china,214.0,16.46153846153846,968.7692307692306,31.125057923949807,2.0,115.0,"AsiaPhos Limited and Norwest Chemicals Pte Ltd v. People’s Republic of China, ICSID Case No. ADM/21/1 | italaw",International Investment Agreement,ad hoc,Singapore - China BIT (1985),"Singapore - China BIT (1985) (English),Singapore - China BIT (1985) (French),Singapore - China BIT (1985) (Chinese)","Mining and quarrying, including hydrocarbons (oil and gas)",214.0,16.46153846153846,968.7692307692306,31.125057923949807,2.0,115.0,13,13,1.0
2020_brif_v_serbia,90.0,90.0,,,90.0,90.0,"BRIF TRES d.o.o. Beograd and BRIF-TC d.o.o. Beograd v. Republic of Serbia, ICSID Case No. ARB/20/12 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,BLEU (Belgium-Luxembourg Economic Union) - Serbia BIT (2004),"BLEU (Belgium-Luxembourg Economic Union) - Serbia BIT (2004) (English),BLEU (Belgium-Luxembourg Economic Union) - Serbia BIT (2004) (French)",Construction,90.0,90.0,,,90.0,90.0,1,1,1.0
2020_eni_and_others_v_nigeria,50.0,12.5,137.66666666666666,11.73314393786536,2.0,25.0,"Eni International B.V., Eni Oil Holdings B.V. and Nigerian Agip Exploration Limited v. Federal Republic of Nigeria, ICSID Case No. ARB/20/41 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Netherlands - Nigeria BIT (1992),Netherlands - Nigeria BIT (1992),Manufacturing,50.0,12.5,137.66666666666666,11.73314393786536,2.0,25.0,4,4,1.0
2020_es_holdings_and_l1bre_v_mexico,1500.0,57.69230769230769,8854.941538461539,94.1006989265305,5.0,394.0,"Espíritu Santo Holdings, LP and L1bre Holding, LLC v. United Mexican States, ICSID Case No. ARB/20/13 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,NAFTA,NAFTA,Information and communication,1307.0,50.26923076923077,5095.004615384614,71.37930102897208,5.0,217.0,26,26,1.0
2020_freeport_mcmoran_v_peru,6419.0,168.92105263157896,29691.20981507824,172.31137459575396,1.0,631.0,"Freeport-McMoRan Inc. v. Republic of Peru, ICSID Case No. ARB/20/8 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,United States of America - Peru Trade Promotion Agreement (2006),"United States of America - Peru Trade Promotion Agreement (2006) (English),United States of America - Peru Trade Promotion Agreement (2006) (Spanish)","Mining and quarrying, including hydrocarbons (oil and gas)",6057.0,159.39473684210526,26193.21834992888,161.8431906195898,1.0,608.0,38,38,1.0
2020_gars_pasaulis_v_kyrgyzstan,159.0,39.75,3712.25,60.92823647538143,6.0,131.0,"UAB Garsų Pasaulis v. Kyrgyzstan, PCA Case No. 2020-59 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Lithuania - Kyrgyzstan BIT (2008),Lithuania - Kyrgyzstan BIT (2008) (Russian),Manufacturing,159.0,39.75,3712.25,60.92823647538143,6.0,131.0,4,4,1.0
2020_geb_and_trecsa_v_guatemala_i,129.0,64.5,6612.5,81.31727983645297,7.0,122.0,"Grupo Energia Bogota v. Guatemala (I), ICSID Case No. ARB/20/48 | italaw",International Investment Agreement,,"Colombia,El Salvador,Guatemala and Honduras FTA (2007)",,"Electricity, gas, steam and air conditioning supply",129.0,64.5,6612.5,81.31727983645297,7.0,122.0,2,2,1.0
2020_hasanov_v_georgia,322.0,40.25,3727.0714285714284,61.049745524215155,2.0,184.0,"Nasib Hasanov v. Georgia, ICSID Case No. ARB/20/44 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Azerbaijan-Georgia BIT,Azerbaijan-Georgia BIT,Information and communication,322.0,40.25,3727.0714285714284,61.049745524215155,2.0,184.0,8,8,1.0
2020_hope_services_v_cameroon,254.0,31.75,1568.5,39.604292696625706,5.0,128.0,"Hope Services LLC v. Republic of Cameroon, ICSID Case No. ARB/20/2 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Cameroon - United States of America BIT (1986),Cameroon - United States of America BIT (1986),Other service activities,254.0,31.75,1568.5,39.604292696625706,5.0,128.0,8,8,1.0
2020_human_rights_defenders_v_switzerland,21.0,10.5,40.5,6.363961030678928,6.0,15.0,"Human Rights Defenders Inc., as assignee of Natale Palazzo, Rodolfo Scodeller and Antonio Basile v. Swiss Confederation, ICSID Case No. ARB/20/29 | italaw",International Investment Agreement,,Hungary - Switzerland BIT (1988),Hungary - Switzerland BIT (1988),,21.0,10.5,40.5,6.363961030678928,6.0,15.0,2,2,1.0
2020_ibt_v_panama_ii,319.0,29.0,228.0,15.0996688705415,7.0,58.0,"IBT Group, LLC and IBT, LLC v. Republic of Panama (I), ICSID Case No. ARB/20/31 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Panama-US Trade Promotion Agreement (TPA),Panama-US Trade Promotion Agreement (TPA),Construction,319.0,29.0,228.0,15.0996688705415,7.0,58.0,11,11,1.0
2020_koch_v_canada,823.0,51.4375,2881.1958333333337,53.676771822952745,4.0,164.0,"Koch Industries, Inc. and Koch Supply & Trading, LP v. Canada, ICSID Case No. ARB/20/52 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,"North American Free Trade Agreement (1992),United States-Mexico-Canada Agreement (2018)","North American Free Trade Agreement (1992),United States-Mexico-Canada Agreement (2018)",Financial and insurance activities,823.0,51.4375,2881.1958333333337,53.676771822952745,4.0,164.0,17,16,0.9411764705882353
2020_lc_corp_v_poland,34.0,8.5,3.6666666666666665,1.9148542155126762,7.0,11.0,LC Corp B.V. v. Poland | italaw,International Investment Agreement,UNCITRAL Arbitration Rules (1976),,Netherlands - Poland BIT (1992),Financial and insurance activities,34.0,8.5,3.6666666666666665,1.9148542155126762,7.0,11.0,4,4,1.0
2020_nachingwea_and_others_v_tanzania,232.0,29.0,2028.5714285714287,45.03966505838413,3.0,132.0,"Nachingwea U.K. Limited (UK), Ntaka Nickel Holdings Limited (UK) and Nachingwea Nickel Limited (Tanzania) v. Tanzania, ICSID Case No. ARB/20/38  | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Tanzania - United Kingdom BIT (1994),Tanzania - United Kingdom BIT (1994),"Mining and quarrying, including hydrocarbons (oil and gas)",232.0,29.0,2028.5714285714287,45.03966505838413,3.0,132.0,8,8,1.0
2020_patel_v_mozambique,3086.0,55.107142857142854,9645.770129870132,98.21288169008245,1.0,451.0,"Patel Engineering Limited (India) v. Republic of Mozambique, PCA Case 2020-21 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),India - Mozambique BIT (2009),India - Mozambique BIT (2009),Construction,3086.0,55.107142857142854,9645.770129870132,98.21288169008245,1.0,451.0,56,56,1.0
2020_pildegovics_and_north_star_v_norway,2207.0,46.95744680851064,6550.345975948199,80.93420769951479,2.0,292.0,"Peteris Pildegovics and SIA North Star v. Kingdom of Norway, ICSID Case No. ARB/20/11 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Latvia - Norway BIT (1992),Latvia - Norway BIT (1992),"Agriculture, forestry and fishing",2207.0,46.95744680851064,6550.345975948199,80.93420769951479,2.0,292.0,47,47,1.0
2020_santamarta_v_venezuela,209.0,69.66666666666667,8802.333333333334,93.82075108062892,15.0,178.0,"Raimundo J. Santamarta Devis v. Venezuela, PCA Case No. 2020-56 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Spain - Venezuela BIT (1995),Spain - Venezuela BIT (1995),Human health and social work activities,209.0,69.66666666666667,8802.333333333334,93.82075108062892,15.0,178.0,3,3,1.0
2020_webuild_v_panama,465.0,16.607142857142858,261.3584656084656,16.166584846790172,1.0,69.0,"Webuild S.p.A. (formerly Salini Impregilo S.p.A.) v. Republic of Panama, ICSID Case No. ARB/20/10 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Italy - Panama BIT (2009),Italy - Panama BIT (2009),Construction,465.0,16.607142857142858,261.3584656084656,16.166584846790172,1.0,69.0,28,28,1.0
2020_windstream_energy_v_canada_ii,2623.0,145.72222222222223,30505.859477124184,174.65926679430493,2.0,701.0,"Windstream Energy LLC (USA) v. Government of Canada (II), PCA Case No. 2021-26 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (2013),North American Free Trade Agreement (1992),North American Free Trade Agreement (1992),"Electricity, gas, steam and air conditioning supply",2547.0,141.5,26767.794117647067,163.60866149946668,2.0,645.0,20,18,0.9
2020_winshear_v_tanzania,84.0,12.0,53.333333333333336,7.302967433402215,3.0,23.0,"Winshear Gold Corp. v. United Republic of Tanzania, ICSID Case No. ARB/20/25 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Canada - Tanzania BIT (2013),Canada - Tanzania BIT (2013),"Mining and quarrying, including hydrocarbons (oil and gas)",83.0,11.857142857142858,54.476190476190474,7.380798769522881,3.0,23.0,7,7,1.0
2020_worth_capital_v_peru,535.0,89.16666666666667,13836.566666666666,117.62893634929573,3.0,308.0,"Worth Capital Holdings 27 LLC v. Republic of Peru, ICSID Case No. ARB/20/51 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,United States of America - Peru Trade Promotion Agreement (2006),,"Mining and quarrying, including hydrocarbons (oil and gas)",535.0,89.16666666666667,13836.566666666666,117.62893634929573,3.0,308.0,6,6,1.0
2020_zer_and_dirlik_v_libya,16.0,16.0,,,16.0,16.0,Mustafa Orhan Özer and Nurettin Mendost Dirlik v. Libya | italaw,International Investment Agreement,,Libya - Turkey BIT (2009),Libya - Turkey BIT (2009),Construction,16.0,16.0,,,16.0,16.0,1,1,1.0
2021_adp_and_vinci_airports_v_chile,4.0,4.0,,,4.0,4.0,"ADP International S.A. and Vinci Airports S.A.S. v. Republic of Chile, ICSID Case No. ARB/21/40 | italaw",International Investment Agreement,,France - Chile BIT (1992),"France - Chile BIT (1992) (Spanish),France - Chile BIT (1992) (French)",Construction,4.0,4.0,,,4.0,4.0,1,1,1.0
2021_discovery_global_v_slovakia,1662.0,97.76470588235294,8072.691176470589,89.84815622187574,2.0,282.0,"Discovery Global LLC v. Slovak Republic, ICSID Case No. ARB/21/51 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,United States of America - Slovak Republic BIT (1991),United States of America - Slovak Republic BIT (1991),"Mining and quarrying, including hydrocarbons (oil and gas)",1661.0,97.70588235294117,8083.845588235293,89.9102084762086,2.0,282.0,17,17,1.0
2021_eepl_v_congo,2.0,2.0,,,2.0,2.0,"EEPL Holdings v. Republic of Congo, ICSID Case No. ARB/21/53 | italaw",International Investment Agreement,,Mauritius - Congo BIT (2010),Mauritius - Congo BIT (2010) (French),"Mining and quarrying, including hydrocarbons (oil and gas)",2.0,2.0,,,2.0,2.0,1,1,1.0
2021_enel_v_costa_rica,39.0,13.0,277.0,16.64331697709324,1.0,32.0,"Enel Colombia S.A. (formerly ESSA2 SpA) and Enel Green Power Costa Rica S.A. v. Republic of Costa Rica, ICSID Case No. ARB/21/49 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Chile-Costa Rica BIT (1996),Chile - Costa Rica BIT (1996),"Electricity, gas, steam and air conditioning supply",39.0,13.0,277.0,16.64331697709324,1.0,32.0,3,3,1.0
2021_energ_a_y_renovaci_n_v_guatemala,373.0,26.642857142857142,1841.1703296703297,42.90886073610356,4.0,166.0,"Energía y Renovación Holding, S.A. v. Republic of Guatemala, ICSID Case No. ARB/21/56 | italaw",International Investment Agreement,,Central America - Panama FTA (2002),"Central America - Panama FTA (2002) (Spanish) (Full),Central America - Panama FTA (2002) (Spanish) (Investment Provisions)","Electricity, gas, steam and air conditioning supply",372.0,26.571428571428573,1841.032967032967,42.90726007370975,4.0,166.0,14,14,1.0
2021_everyway_v_ghana,91.0,91.0,,,91.0,91.0,"Beijing Everyway Traffic and Lighting Company Limited v. Ghana, PCA 2021-15 | italaw",International Investment Agreement,ad hoc,China - Ghana BIT (1989),China - Ghana BIT (1989),Construction,91.0,91.0,,,91.0,91.0,1,1,1.0
2021_finley_and_others_v_mexico,850.0,29.310344827586206,3517.221674876848,59.306168944527585,2.0,269.0,"Finley Resources Inc., MWS Management Inc., and Prize Permanent Holdings, LLC v. United Mexican States, ICSID Case No. ARB/21/25 | italaw",International Investment Agreement,,"North American Free Trade Agreement (1992),United States-Mexico-Canada Agreement (2018)","North American Free Trade Agreement (1992),United States-Mexico-Canada Agreement (2018) (English),United States-Mexico-Canada Agreement (2018) (Spanish)","Mining and quarrying, including hydrocarbons (oil and gas)",850.0,29.310344827586206,3517.221674876848,59.306168944527585,2.0,269.0,29,29,1.0
2021_first_majestic_v_mexico_i,1173.0,41.892857142857146,3514.469576719575,59.28296194286833,2.0,292.0,"First Majestic Silver Corp. v. United Mexican States (I), ICSID Case No. ARB/21/14 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,"North American Free Trade Agreement (1992),United States-Mexico-Canada Agreement (2018)","North American Free Trade Agreement (1992),United States-Mexico-Canada Agreement (2018) (English),United States-Mexico-Canada Agreement (2018) (Spanish)","Mining and quarrying, including hydrocarbons (oil and gas)",1166.0,41.642857142857146,3489.719576719577,59.073848501004036,2.0,290.0,28,28,1.0
2021_holcim_v_ecuador,41.0,10.25,272.25,16.5,2.0,35.0,"Holcim Investments (Spain), S.L. v. Ecuador, PCA Case No. 2021-31 | italaw",International Investment Agreement,UNCITRAL Arbitration Rules (1976),Spain - Ecuador BIT (1996),Spain - Ecuador BIT (1996),Construction,41.0,10.25,272.25,16.5,2.0,35.0,4,4,1.0
2021_interconexi_n_v_chile,3219.0,169.42105263157896,27398.146198830407,165.52385386653611,4.0,481.0,"Interconexión Eléctrica S.A. E.S.P. v. Republic of Chile, ICSID Case No. ARB/21/27 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,Chile - Colombia FTA (2006),"Chile - Colombia FTA (2006) (Full) (Spanish),Chile - Colombia FTA (2006) (Investment Chapter) (Spanish)","Electricity, gas, steam and air conditioning supply",3219.0,169.42105263157896,27398.146198830407,165.52385386653611,4.0,481.0,19,19,1.0
2021_kaloti_v_peru,3043.0,202.86666666666667,20060.838095238094,141.63628805937444,3.0,431.0,"Kaloti Metals & Logistics, LLC v. Republic of Peru, ICSID Case No. ARB/21/29 | italaw",International Investment Agreement,ICSID Convention - Arbitration Rules,United States of America - Peru Trade Promotion Agreement (2006),"United States of America - Peru Trade Promotion Agreement (2006) (English),United States of America - Peru Trade Promotion Agreement (2006) (Spanish)",Wholesale and retail trade; repair of motor vehicles and motorcycles,3008.0,200.53333333333333,20236.838095238094,142.25624097113663,3.0,431.0,15,15,1.0
